filename,plane,ship,none
0__20151101_223245_0c07__-121.924024004_37.4171945536.png,0,0,1
0__20160215_210554_0c68__-122.29146029082483_37.85330843690486.png,0,0,1
0__20170613_180813_102e__-122.37893634630282_37.628401119189974.png,0,0,1
0__20160816_013441_0c64__-121.818710257_37.362082031.png,0,0,1
0__20170723_174714_1021__-117.84443524108192_33.71866599211437.png,0,0,1
0__20161021_174634_0e16__-117.850743447_33.6556881663.png,0,0,1
0__20170225_180318_0f1d__-122.378821979_37.6298877171.png,0,0,1
1__20170325_175321_0e20__-118.40994247_33.9454081326.png,1,0,0
1__20170416_174557_1028__-118.404720067_33.9397512616.png,1,0,0
0__20170615_174858_0f51__-118.40753235086004_33.94187116670579.png,0,0,1
0__20160325_184517_090b__-118.28200692722002_33.80731952543965.png,0,0,1
0__20170101_180919_0e30__-122.394310835_37.6191251897.png,0,0,1
0__20160830_220146_0c82__-118.434649113_33.9445610871.png,0,0,1
1__20160821_174415_0e14__-117.862785947_33.6786866175.png,1,0,0
0__20170723_180811_1005__-122.21477642728748_37.71073174862352.png,0,0,1
0__20170619_181347_0e30__-122.39789651026541_37.684499027674256.png,0,0,1
0__20170509_180443_1024__-122.121219272_37.4645503449.png,0,0,1
0__20170721_175019_1004__-118.40490403587502_33.93995330857535.png,0,0,1
0__20160306_200031_0c47__-117.6195669742119_34.099926901833754.png,0,0,1
0__20170619_180819_0f3f__-122.3786810286094_37.62639881452122.png,0,0,1
0__20160222_173713_0c18__-117.90291449668311_33.691249662376244.png,0,0,1
0__20170106_180853_0e30__-122.41137377819086_37.62370019221791.png,0,0,1
1__20161218_180847_0e26__-122.380471928_37.6256950895.png,1,0,0
1__20161212_180859_0e30__-122.388884454_37.6121859974.png,1,0,0
0__20161203_174949_0e30__-118.423695755_33.9378706933.png,0,0,1
0__20170609_180758_103a__-122.38847949669464_37.61306517771939.png,0,0,1
1__20170106_180853_0e30__-122.388820316_37.619920165.png,1,0,0
0__20170117_174922_0e30__-118.17742555479931_33.76512755384828.png,0,0,1
0__20150716_184250_090c__-122.172237711_37.7102244456.png,0,0,1
0__20150917_164237_0c03__-118.135325993_33.7710413927.png,0,0,1
0__20170613_174320_1007__-117.12546245288299_32.75095225985019.png,0,0,1
0__20170602_174848_1029__-118.40619638353674_33.93958685147769.png,0,0,1
0__20170208_211750_0c43__-117.679262208_34.0651694393.png,0,0,1
0__20170723_181447_0e0e__-122.40538195066306_37.829143997307966.png,0,0,1
1__20170726_174854_0f10__-117.86437716830056_33.67608521381186.png,1,0,0
0__20161021_180537_0c27__-121.927926817_37.3669351664.png,0,0,1
0__20170621_174326_1029__-117.20330982948536_32.73474815766608.png,0,0,1
0__20150901_230308_1_0b0a__-118.1402877572828_33.84959198416962.png,0,0,1
0__20170722_181116_0e30__-121.34403223625394_38.674630132690936.png,0,0,1
0__20170718_174543_0f22__-117.17326271271807_32.678151778724114.png,0,0,1
0__20171119_181613_0f52__-122.3371633503964_37.73806317204367.png,0,0,1
0__20170520_174842_1008__-118.404683083_33.9403345852.png,0,0,1
0__20170624_174753_0f43__-117.79472187490107_33.70322164615448.png,0,0,1
0__20160627_155712_0c13__-118.26153683757406_33.86997344714538.png,0,0,1
0__20150608_182654_090c__-118.32097459630535_34.05396850730525.png,0,0,1
0__20170101_180918_0e30__-122.355899298_37.6346860793.png,0,0,1
0__20170629_174705_0f51__-117.69751255378677_34.070640694404396.png,0,0,1
0__20170615_181425_0e0d__-122.31544471432807_37.80780848648074.png,0,0,1
0__20170723_174714_1021__-117.8783306563898_33.70868914340725.png,0,0,1
0__20161022_170827_1_0c82__-118.385825876_33.9324321092.png,0,0,1
0__20170417_175128_0e2f__-117.725822729_33.6365163497.png,0,0,1
0__20160829_195800_0c72__-122.390354015_37.6124529548.png,0,0,1
1__20160916_174733_0e20__-118.407716153_33.9454197996.png,1,0,0
0__20160829_195923_0c72__-117.60028603676095_34.14212125714835.png,0,0,1
0__20170713_175036_0f12__-118.40115851158193_33.941159318073296.png,0,0,1
0__20160821_174415_0e14__-117.863038599_33.6784120161.png,0,0,1
0__20150917_164242_0c03__-117.87197071854126_33.65916589965344.png,0,0,1
0__20151118_160622_0c72__-118.43411197833424_33.98798853354323.png,0,0,1
0__20151112_182744_0c47__-118.20553067945417_34.00172265154077.png,0,0,1
0__20170717_180820_1010__-122.39065485806626_37.61724060258895.png,0,0,1
0__20151118_160415_0c53__-118.3557112737031_33.93071129164517.png,0,0,1
0__20170902_190520_0f53__-122.10947807051694_37.74424199581469.png,0,0,1
0__20170414_180532_0f28__-122.383390454_37.6160131038.png,0,0,1
1__20180210_181908_1006__-122.35609704801801_37.76131386622846.png,0,1,0
0__20170416_174628_1024__-118.400051983_33.9409825304.png,0,0,1
0__20170620_175443_0e30__-118.27239244078125_33.89772820342023.png,0,0,1
0__20170402_232942_0c42__-117.099815689_32.6692740045.png,0,0,1
0__20160726_173908_0e30__-117.12603241648036_32.70083231771996.png,0,0,1
0__20160103_213220_0c68__-118.113542503126_33.8675848544745.png,0,0,1
0__20170117_174922_0e30__-118.08032094057283_33.77142695861803.png,0,0,1
1__20170508_171052_0c43__-122.391771224_37.6173487046.png,1,0,0
0__20170509_181225_0e16__-122.13286713548138_37.674465853776454.png,0,0,1
0__20160829_195802_0c72__-122.34678248427812_37.57690542457114.png,0,0,1
0__20160830_220147_1_0c82__-118.379703513_33.909017891.png,0,0,1
0__20170615_181427_0e0d__-122.38158354886872_37.61665260961252.png,0,0,1
0__20170721_180937_0f31__-122.37939167203587_37.761519960014155.png,0,0,1
0__20160719_180313_0e14__-122.14071235824296_37.634288481682255.png,0,0,1
0__20160810_174548_0e16__-118.409728717_33.945146609.png,0,0,1
1__20170719_180904_101d__-122.38315357045933_37.61574156879261.png,1,0,0
0__20170617_180855_1031__-122.51769624707424_37.778769398052425.png,0,0,1
1__20170328_181232_0e0f__-122.379087933_37.6265293926.png,1,0,0
0__20160830_220146_0c82__-118.414173567_33.9391167138.png,0,0,1
1__20170416_174557_1028__-118.403673721_33.9398116832.png,1,0,0
0__20151223_185618_0c47__-121.4639374942093_38.61000747254898.png,0,0,1
0__20170626_174708_102d__-117.86105380901107_33.68059042040512.png,0,0,1
0__20170811_191958_0c1b__-122.41702604505032_37.89163524693535.png,0,0,1
0__20160911_174650_0e14__-118.411621688_33.9437992742.png,0,0,1
1__20170721_175019_1004__-118.43124480932194_33.937197089127295.png,1,0,0
1__20160220_181851_1_0c73__-117.205384552_32.7324955952.png,1,0,0
0__20151112_182742_0c47__-118.43472880099728_33.98024400498587.png,0,0,1
0__20170415_174637_0f28__-118.399426066_33.9404215145.png,0,0,1
0__20151118_160625_0c72__-118.24195136447729_33.847879117531846.png,0,0,1
1__20170106_180853_0e30__-122.388367584_37.6211024323.png,1,0,0
1__20170619_180827_1032__-122.39174420296774_37.6186191553305.png,1,0,0
0__20151118_160423_0c53__-117.9556886403148_33.65164749615177.png,0,0,1
0__20170628_174759_1013__-117.9007288484783_33.658580890658584.png,0,0,1
1__20161021_174815_0e2f__-118.403694401_33.9406663737.png,1,0,0
0__20160916_174733_0e20__-118.409303943_33.9410392795.png,0,0,1
1__20170617_181435_0e0f__-122.39065804533628_37.61211303511796.png,1,0,0
0__20170524_181348_0e2f__-122.397493924_37.6206557291.png,0,0,1
0__20170310_174632_0e0f__-117.062961469_32.7216096165.png,0,0,1
0__20170622_180633_1038__-121.7868015042067_37.33244756085466.png,0,0,1
0__20151109_194032_0c18__-119.10154067012226_34.09968762746279.png,0,0,1
0__20170717_180817_0f1b__-122.13779186462293_37.75445698349298.png,0,0,1
0__20160713_153153_0c64__-119.13402485893329_34.13596843737346.png,0,0,1
0__20170419_181316_0e0d__-122.391428073_37.6182991554.png,0,0,1
0__20170713_180938_1002__-122.12680075171426_37.79715166463804.png,0,0,1
1__20170404_233842_1_0c38__-118.403770832_33.9411002799.png,1,0,0
0__20160816_174600_0e0e__-118.402740315_33.9406272782.png,0,0,1
0__20170716_180817_103a__-122.3711944330832_37.71594200419825.png,0,0,1
0__20170723_180813_1005__-122.38227120681525_37.61570980926857.png,0,0,1
0__20170501_180555_1018__-122.387328815_37.6207385877.png,0,0,1
0__20151112_182742_0c47__-118.4673360991957_33.9879754696886.png,0,0,1
0__20170410_174906_103a__-119.024116812_34.114567345.png,0,0,1
0__20170520_174843_1008__-118.402489402_33.9332444059.png,0,0,1
0__20180203_181746_1035__-122.12265256100378_37.7156522744092.png,0,0,1
0__20170411_174455_1029__-118.019829501_33.770940613.png,0,0,1
0__20170716_180834_101b__-122.67634727552148_37.74759442677355.png,0,0,1
1__20170612_174321_1025__-117.1990875208307_32.73334697424578.png,1,0,0
0__20170620_232625_0c79__-122.37850136820217_37.62756058867445.png,0,0,1
0__20170727_012424_0c43__-117.51699746671203_34.01579699120605.png,0,0,1
0__20161017_191210_1_0c81__-119.039531197_34.0630255458.png,0,0,1
0__20161015_180448_0e2f__-121.867357355_37.3620441591.png,0,0,1
0__20160905_193458_0c37__-122.33756251259427_37.739119954394575.png,0,0,1
0__20161031_211237_0c37__-118.407812525_33.9450873781.png,0,0,1
0__20170508_180613_1010__-122.381039014_37.6167308748.png,0,0,1
1__20151112_182744_0c47__-118.398978364_33.9410461875.png,1,0,0
0__20170610_180552_0f18__-121.85543665373555_37.35733256076313.png,0,0,1
0__20160816_174559_0e30__-118.402461386_33.9335152648.png,0,0,1
0__20170430_174727_1029__-118.386054329_33.934512699.png,0,0,1
0__20151115_172002_0c72__-119.164134823_34.0409855968.png,0,0,1
1__20180710_182342_1011__-122.33031271979189_37.71614950348854.png,0,1,0
0__20170609_180751_101b__-122.39572628567196_37.74646275508546.png,0,0,1
0__20170602_174912_1002__-118.42548209385136_33.996313141174554.png,0,0,1
1__20170613_174735_1039__-117.86147270925086_33.680719138929.png,1,0,0
0__20161016_192718_0c76__-117.862662429_33.6796322068.png,0,0,1
0__20170508_171052_0c43__-122.38538436_37.6009080893.png,0,0,1
1__20170416_174629_1024__-118.385802319_33.9321996738.png,1,0,0
1__20180710_180333_1002__-118.21845380940566_33.73886425260294.png,0,1,0
0__20170121_175132_0e14__-118.41003698921864_34.02673711173237.png,0,0,1
0__20170728_180834_1039__-121.84813162281412_37.31886443923314.png,0,0,1
0__20170818_180847_1035__-122.35401581365974_37.70687198484906.png,0,0,1
0__20170805_180925_1001__-122.15781691483255_37.70030704463924.png,0,0,1
0__20161229_175033_0e0d__-118.411080857_33.9405319531.png,0,0,1
0__20170624_175025_103b__-118.44232810058186_33.959107411022295.png,0,0,1
0__20161102_180658_0e26__-122.21577572_37.719255801.png,0,0,1
0__20170516_180629_1044__-122.309051617_37.7550717376.png,0,0,1
0__20170529_174719_1030__-118.106483433_33.825712405.png,0,0,1
0__20170524_181348_0e2f__-122.39076126_37.62086452.png,0,0,1
0__20170728_175003_102a__-118.40546152110129_33.94227358290179.png,0,0,1
0__20170620_174906_1032__-118.39874808198246_33.940645651885816.png,0,0,1
0__20151115_171255_0c18__-117.5396635715212_34.08558549532248.png,0,0,1
0__20170620_175442_0e30__-118.27859588880588_33.95464079775833.png,0,0,1
0__20170709_181334_0e0e__-122.18935032957172_37.61392026950369.png,0,0,1
0__20170509_181224_0e16__-122.122159036_37.766103542.png,0,0,1
0__20170101_180918_0e30__-122.38994122_37.6213740441.png,0,0,1
0__20170416_174628_1024__-118.423165554_33.9450190405.png,0,0,1
0__20160726_173908_0e30__-117.206250698_32.7326325009.png,0,0,1
1__20160830_220133_0c24__-118.403888354_33.9415754657.png,1,0,0
0__20170513_174817_0f10__-118.34186237976624_33.94168469926776.png,0,0,1
1__20170416_185911_0c44__-118.402556217_33.9408337065.png,1,0,0
0__20151112_182742_0c47__-118.32196682998689_34.03832071461034.png,0,0,1
0__20170621_181254_0e26__-122.38346647353772_37.61504005858496.png,0,0,1
0__20170414_174545_1041__-118.244773695_33.7651700792.png,0,0,1
0__20150827_012505_0b0f__-118.401409837865_33.984199146463276.png,0,0,1
0__20171023_175305_1039__-118.19528360412191_33.71206211664979.png,0,0,1
1__20170223_180839_0e20__-121.58591648_38.6933466618.png,1,0,0
0__20170613_174900_1036__-118.4081206595783_33.94605779391093.png,0,0,1
1__20170522_174304_1040__-117.19808221_32.7337870391.png,1,0,0
0__20151101_223401_0c07__-117.574343083_34.0878633128.png,0,0,1
0__20160629_154412_0c13__-121.89902773425123_37.31129091393462.png,0,0,1
1__20170627_174936_1015__-118.4024834017264_33.94040120497789.png,1,0,0
0__20151217_183730_0905__-118.126863188_33.8224164617.png,0,0,1
0__20170724_181038_1011__-122.38367093049987_37.61909713560332.png,0,0,1
0__20161202_180734_0e30__-122.33973025117105_37.7672260360502.png,0,0,1
1__20170729_175107_1036__-118.41114350694465_33.94258149737522.png,1,0,0
1__20170611_180735_1008__-122.2201788736362_37.717142430243285.png,1,0,0
1__20170618_173641_0c38__-118.40925052785828_33.94085609606337.png,1,0,0
1__20160921_180450_0e30__-122.215965821_37.7195501085.png,1,0,0
0__20161031_211238_1_0c37__-118.401493337_33.939802809.png,0,0,1
0__20170618_173641_0c38__-118.38583376366364_33.93291899328088.png,0,0,1
1__20160818_164821_0c53__-117.863023667_33.6783103947.png,1,0,0
0__20170622_180819_1034__-122.20804082047488_37.72639655270069.png,0,0,1
0__20160209_222542_1_0b0f__-118.39975193_33.9404989715.png,0,0,1
0__20170612_180829_1036__-122.37871119834372_37.62685865355309.png,0,0,1
0__20170527_180746_1021__-122.390358417_37.6202405182.png,0,0,1
0__20170430_174727_1029__-118.39958435_33.9401762294.png,0,0,1
0__20161010_214835_0c78__-117.909479725_33.7153090693.png,0,0,1
0__20161016_194118_1_0c38__-118.147300583_33.816275803.png,0,0,1
1__20160830_220141_0c24__-117.861698006_33.680381765.png,1,0,0
0__20170501_180555_1018__-122.390765452_37.6203507807.png,0,0,1
0__20170416_185913_0c44__-118.37607846702423_34.022468631816885.png,0,0,1
1__20170714_180824_1007__-121.92913544842649_37.36810516939843.png,1,0,0
0__20160717_153755_0c46__-122.235372358_37.7235485955.png,0,0,1
1__20151112_182744_0c47__-118.411298711_33.9439502995.png,1,0,0
1__20170501_181322_0e1f__-122.389931176_37.6215474909.png,1,0,0
0__20170404_233842_1_0c38__-118.380479801_33.9330061984.png,0,0,1
1__20161102_180701_0e26__-122.390815973_37.6114975964.png,1,0,0
1__20170508_171052_0c43__-122.384510263_37.6198917809.png,1,0,0
0__20170106_180853_0e30__-122.379815769_37.628946545.png,0,0,1
1__20161207_174356_0e20__-117.199087521_32.7333469742.png,1,0,0
0__20170522_180635_0f42__-122.2202632_37.7165545914.png,0,0,1
0__20170613_180815_1017__-122.39146228602254_37.61827229182339.png,0,0,1
0__20170728_175002_102a__-118.40338880580009_33.94651764332798.png,0,0,1
0__20151214_214919_1_0c73__-118.4836128831831_34.02192152486995.png,0,0,1
0__20170723_180701_1024__-122.03791104891647_37.37918397848729.png,0,0,1
1__20160808_000532_0c79__-122.380471928_37.6256950895.png,1,0,0
0__20170615_174858_0f51__-118.3108550412358_33.90517069406893.png,0,0,1
0__20170620_232624_1_0c79__-122.4573859066906_37.70103867473599.png,0,0,1
0__20151112_182744_0c47__-118.37727071198242_33.97557102572491.png,0,0,1
0__20170719_175047_100e__-118.4312773321942_33.93705232473928.png,0,0,1
1__20170314_155240_0c12__-122.215068897_37.7109850835.png,1,0,0
0__20170724_181036_1011__-122.32141243627227_37.71793729818083.png,0,0,1
0__20151030_162249_0c03__-121.39600385716712_38.600282871006996.png,0,0,1
1__20170527_180746_1021__-122.393181947_37.6192338421.png,1,0,0
0__20170425_144318_0c46__-117.924621418_33.7414956514.png,0,0,1
0__20160930_180350_0e0f__-121.325506864_38.6749339997.png,0,0,1
0__20170723_180639_1024__-121.74031008192868_38.72347380959024.png,0,0,1
1__20170414_180531_0f28__-122.390319162_37.6112321591.png,1,0,0
0__20161124_180603_0e16__-121.929359214_37.3686516845.png,0,0,1
0__20160715_174337_0e0e__-118.15345868001431_33.792084838696915.png,0,0,1
0__20170524_181348_0e2f__-122.3780128_37.6290722543.png,0,0,1
0__20170419_181316_0e0d__-122.39367266_37.6181755099.png,0,0,1
1__20180706_180314_1024__-118.13775769372789_33.6779466676366.png,0,1,0
1__20180708_180453_0f28__-118.14808939477531_33.7296632694897.png,0,1,0
1__20170421_175130_0e16__-117.863957597_33.6768286164.png,1,0,0
0__20170602_174708_1003__-118.03499813939679_33.74724844890576.png,0,0,1
0__20170618_180804_0f34__-122.3929199948212_37.61876652151748.png,0,0,1
0__20170722_181118_101f__-122.5742072868094_37.77990649846561.png,0,0,1
1__20160726_173906_0e0e__-117.198795285_32.732948892.png,1,0,0
0__20160901_174550_0e0e__-118.380489405_33.9336012803.png,0,0,1
0__20160809_180212_0e0f__-121.429434139_38.6817287015.png,0,0,1
0__20171022_181146_103e__-122.22830975163686_37.761168271829455.png,0,0,1
0__20160828_223455_0c81__-121.587245446_38.6944742881.png,0,0,1
0__20161031_211238_1_0c37__-118.398686272_33.9408357319.png,0,0,1
0__20180714_180427_1029__-118.31064450245532_33.755451699965136.png,0,0,1
0__20170622_180821_1034__-122.39122389948284_37.618325142331535.png,0,0,1
1__20170508_180515_1009__-122.214849831_37.7203378331.png,1,0,0
1__20170723_181111_1028__-122.39174420296774_37.6186191553305.png,1,0,0
0__20170314_175529_0e2f__-119.045655031_34.1365264219.png,0,0,1
1__20170618_175001_101e__-118.4075305023046_33.941595642905035.png,1,0,0
0__20150825_181119_0b0e__-118.198675636_33.8255270523.png,0,0,1
0__20170415_183403_0c13__-118.12065807969464_33.87103755001962.png,0,0,1
0__20170629_180856_1029__-122.36072230171243_37.59161047604414.png,0,0,1
0__20161005_234825_0c42__-117.989950246_33.7673419318.png,0,0,1
0__20170620_174906_1032__-118.3647849444734_33.9826900732593.png,0,0,1
0__20180706_180914_1051__-118.21636296556413_33.70084464832889.png,0,0,1
0__20160822_181156_0c42__-122.390510945_37.6182133017.png,0,0,1
0__20170210_174601_0e14__-117.223985403_32.7952507654.png,0,0,1
0__20170209_174910_0e1f__-117.764778582_33.6192624091.png,0,0,1
0__20170703_180945_1009__-122.33955597924415_37.73702206364676.png,0,0,1
0__20170627_174454_1039__-117.253983103687_32.70770175299447.png,0,0,1
1__20170620_232625_0c79__-122.38975776022947_37.610968881572134.png,1,0,0
0__20151112_182747_0c47__-118.16619218145337_33.889824200241094.png,0,0,1
0__20161102_174538_0e14__-117.697965024_34.1416048111.png,0,0,1
0__20170707_181426_0e14__-122.08540394527087_37.70828492889226.png,0,0,1
0__20160112_172835_0b0d__-122.1940297196365_37.74390413686511.png,0,0,1
0__20151112_182742_0c47__-118.416914294_33.9458486666.png,0,0,1
0__20160816_174559_0e30__-118.398748967_33.9406997498.png,0,0,1
1__20170624_174347_0f10__-117.1985302176862_32.733848911578825.png,1,0,0
0__20161102_180658_0e26__-122.44896509170212_37.7673818588192.png,0,0,1
1__20160731_174508_0e30__-118.402612513_33.9412655705.png,1,0,0
0__20170619_174628_0f1d__-117.65377447544638_34.01858209984947.png,0,0,1
0__20170713_175036_0f12__-118.41124803394393_33.94082762964747.png,0,0,1
0__20170721_180826_100b__-122.30829323554393_37.708478341289286.png,0,0,1
0__20170706_181011_1006__-122.41432025362349_37.811045497907784.png,0,0,1
1__20170619_180827_1032__-122.38073149446262_37.61634852275437.png,1,0,0
0__20170724_181038_1011__-122.39282263513508_37.61819817921554.png,0,0,1
0__20170106_180851_0e30__-122.40002072027436_37.77971613720034.png,0,0,1
0__20170721_180939_0f31__-122.38298795103104_37.61947212700292.png,0,0,1
